name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Elena Amodeo Foto,5.0,,?,no,700€-1100€,https://www.matrimonio.com/fotografo-matrimonio/elena-amodeo-foto--e147648,"tutti gli scatti, Partecipazioni e biglietti di ringraziamento per bomboniere","Dal semplice album digitale (CD/DVD), all'album realizzato in vari tessuti e colori o ancora aiminifotolibri per i genitori della coppia. Su richiesta si effettuano anche book pre/post matrimoniali",yes,?
Negativo Digitale di Sanzani Marco,5.0,,?,no,650€-2500€,https://www.matrimonio.com/fotografo-matrimonio/negativo-digitale-di-sanzani-marco--e147823,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti",Il Pack base vede la presenza di due fotografi professionisti con successiva consegna di un DVDserigrafato contenente tutti gli scatti della giornata oltre ad una gallery privata protetta da password,yes,?
Fabio Bellinzoni Fotografo,5.0,,?,no,1700€,https://www.matrimonio.com/fotografo-matrimonio/fabio-bellinzoni-fotografo--e149984,"Foto, video, prematrimonio, album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti, altri","Il pack del matrimonio include una chiavetta USB costituita da un minimo di 500 scatti del matrimonio,post prodotti e in alta definizione; a scelta fotolibro 30x30, copertina fotografica o rilegatura",yes,?
Photo S,?,,?,no,350€-1500€,https://www.matrimonio.com/fotografo-matrimonio/photo-s--e150580,"tutti gli scatti, Slideshow","Scatti di tutta la giornata con post-produzione delle foto degli sposi. In base alla richiesta foto suDVD/CD, album o entrambe le soluzioni, più tutte le foto della giornata in alta risoluzione",yes,?
Pommefritz photostudio,?,,?,no,1050€,https://www.matrimonio.com/fotografo-matrimonio/pommefritz-photostudio--e150851,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri","Dalla vestizione se richiesta,cerimonia,servizio-sessione ritratto sposi,rinfresco,pranzo e eventualecena.  Fotolibro con minimo di 60 scatti.  consegna lavoro su supporto digitale,chiave USB,CD o DVD",yes,?
Il Racconto per Immagini,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/il-racconto-per-immagini--e152159,"blu-ray o DVD con tutti gli scatti, altri","Servizio fotografico per tutta la durata dell'evento, file digitali su dvd/cd delle fotografie. Sonoesclusi gli album e fotolibri. È comunque possibile fare dei preventivi personalizzati",yes,?
Alessandro Bottini Foto,5.0,,?,no,500€-1000€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-bottini-foto--e152409,"risoluzione, blu-ray o DVD con tutti gli scatti, Stampa sul posto di foto in alta risoluzione formato 15x18.  pubblicazione slider della giornata ,durante il ricevimento.  Uso Drone  con operatore certificato","Il pack include due fotografi professionisti per tutto l'arco della giornata , con consegna di dvdcontenenti tutte le foto post prodotte ,  in alta risoluzione,  slider della giornata in diretta",yes,?
Wedding Tellers,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/wedding-tellers--e152834,"Foto, video",Servizio Foto e Servizio Video,yes,?
Marco Maria Marcolini - Fotografo,5.0,,?,no,500€-2000€,https://www.matrimonio.com/fotografo-matrimonio/marco-maria-marcolini-fotografo--e155323,"Foto, prematrimonio, postmatrimonio, fotografie in alta risoluzione","Conoscersi, stabilire rapporto di fiducia reciproca, foto prematrimonio (se richieste), foto matrimonio,foto sposi in location scelta, foto pranzo/cena e festa (se richieste)",yes,?
Francesco Vaghi Fotografo,?,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/francesco-vaghi-fotografo--e158993,"DVD con tutti gli scatti, cabina fotografica","Due fotografi  Consegna foto su DVD in formato JPEG  Servizio prematrimoniale ""Engagement shooting""",yes,?
Artimmagine,?,,?,no,900€-1700€,https://www.matrimonio.com/fotografo-matrimonio/artimmagine--e159291,"Foto, album, album digitali, fotografie in alta risoluzione",Album Valigia Cd di tutti gli scatti album parenti,yes,?
Foto magiche Saronno,?,,?,no,300€-900€,https://www.matrimonio.com/fotografo-matrimonio/foto-magiche-saronno--e160496,"risoluzione, blu-ray o DVD con tutti gli scatti","Il pack comprende sempre uno o due fotografi , che staranno con voi , per tutto l'arco del vostro giornopiu' bello  Consegna cd o dvd con tutte le foto della giornata  Possibilità di aggiungere servizi",yes,?
Green Studio,?,,?,no,1000€-2500€,https://www.matrimonio.com/fotografo-matrimonio/green-studio--e160537,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri","Il sevizio fotografico basico comprende scatto in digitale della cerimonia, shooting in location con daylight, scatti al ricevimento, taglio della torta e della serata danzante. Il prezzo è di 1000€",yes,?
Michele Olivieri,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/michele-olivieri--e161871,blu-ray o DVD con tutti gli scatti,Il servizio normalmente comprende la giornata dal pre alla serata.  Gli scatti vengono fornitipost-prodotti in galleria digitale.  E' tutto assolutamente personalizzabile,yes,?
Leo Photographer,?,,?,no,490€,https://www.matrimonio.com/fotografo-matrimonio/leo-photographer--e163666,blu-ray o DVD con tutti gli scatti,"Servizio reportage wedding  Fotoalbum digitale  Foto della giornata dell'evento, circa 100 foto in hd su usb",yes,?
Claudio Lazzarini Photography,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/claudio-lazzarini-photography--e164005,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Servizio fotografico, stampa e produzione album matrimoniale",yes,?
Silvia Rivetti Photography,?,,?,no,900€-1500€,https://www.matrimonio.com/fotografo-matrimonio/silvia-rivetti-photography--e164654,"risoluzione, photocall, Partecipazioni, tableau mariage, menu, inviti, foto istantanee, mini sito, foto fidanzamenti, prematrimonio, postmatrimonio, album, mini album, album digitali, cofanetti","Giornata intera (2 fotografi), stampa in loco max 100 foto 10*15cm, Foto illimitate, InstaWedding egadget, post produzione con consegna scatti su usb (e slideshow), 5 stampe 20*30c, set fotografico",yes,?
Valentina Studio,?,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/valentina-studio--e164869,"Foto, prematrimonio, album digitali, fotografie in alta risoluzione",,yes,?
Alexix Foto,?,,?,no,300€-2000€,https://www.matrimonio.com/fotografo-matrimonio/alexix-foto--e166470,"risoluzione, blu-ray o DVD con tutti gli scatti",Preventivi personalizzabili in base ad ogni esigenze,yes,?
Fotografie per Sempre di Andrea e Claudia,4.9,,?,no,1400€-3000€,https://www.matrimonio.com/fotografo-matrimonio/fotografie-per-sempre-di-andrea-e-claudia--e166779,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","I pacchetti includono sempre due fotografi, nessun limite di scatti, selezione e post-produzione dellefotografie consegnate, impaginazione, album, la consegna delle fotografie in HD",yes,?
The Frame,?,,?,no,600€-1500€,https://www.matrimonio.com/fotografo-matrimonio/the-frame--e168200,con tutti gli scatti,"Le varie soluzioni vanno concordate, tendiamo a venire incontro alle esigenze dei futuri sposi",yes,?
Walter Corna,5.0,,?,no,450€-1000€,https://www.matrimonio.com/fotografo-matrimonio/walter-corna--e168385,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri",Il pack base comprende il servizio fotografico la consegna delle foto selezionate e post-prodotte suUSB.  Si può aggiungere un fotolibro professionale da 24 pagine con rilegatura a caldo,yes,?
Kurshinel Photography,?,,?,no,700€-1000€,https://www.matrimonio.com/fotografo-matrimonio/kurshinel-photography--e169131,"risoluzione, blu-ray o DVD con tutti gli scatti, Carta regalo per servizio fotografico",• Consulenze prima del matrimonio  • Set fotografico tutto il tempo prestabilito   • Post produzione ditutte le foto (300-400 circa)  • Foto consegnate su chiavetta USB  • Fotolibri a richiesta,yes,?
Ivan Redaelli Fotografo,?,,?,no,1200€-3500€,https://www.matrimonio.com/fotografo-matrimonio/ivan-redaelli-fotografo--e169172,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione",Reportage fotografico e video per l'intera giornata e realizzazione album libro o cofanetto usb in variformati con copertine personalizzate,yes,?
Massimo Demelas,5.0,,?,no,900€-2100€,https://www.matrimonio.com/fotografo-matrimonio/massimo-demelas--e169418,blu-ray o DVD con tutti gli scatti,"Il pack matrimonio include reportage fotografico dell'evento, set fotografico per photoboot, consegnaintero reportage tramite dvd o supporto usb",yes,?
B.A.Photography,?,,?,no,600€-1000€,https://www.matrimonio.com/fotografo-matrimonio/b-a-photography--e169572,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Il pack viene definito di volta in volta, ma di base comprende:  -foto a casa della sposa (preparazioneecc)  -foto in chiesa/Comune  -foto fuori dalla Chiesa  -foto al ricevimento",yes,?
Edoardo Gorla Photographer,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/edoardo-gorla-photographer--e170115,"Foto, album, mini album, fotografie in alta risoluzione","Dipende, si parte dal servizio fotografico realizzato in alta risoluzione, senza limiti di scatto e daquesto si possono realizzare album tradizionali o fotolibri per gli sposi, per i genitori o altro",yes,?
Fotostudio Effegi,?,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/fotostudio-effegi--e170979,DVD con tutti gli scatti,Preparazione sposi  Reportage fotografico cerimonia  Shooting ritratto in location (durata sessione30/40min max)  Reportage fotografico ricevimento,yes,?
Stef Steffany Photography,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/stef-steffany-photography--e176162,"risoluzione, blu-ray o DVD con tutti gli scatti","- Scatti in alta definizione (circa 1500)   - Cofanetto con chiavetta USB, 10 scatti stampati dellagiornata  - Album su richiesta",yes,?
Andreas Pinacci Photos,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/andreas-pinacci-photos--e178512,blu-ray o DVD con tutti gli scatti,,yes,?
Omar Filippi,5.0,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/omar-filippi--e178686,blu-ray o DVD con tutti gli scatti,"Il nostro servizio fotografico, come i vostri abiti, lo personalizzeremo nel dettaglio con voi, in basealle vostre esigenze e ai vostri desideri",yes,?
Alessandro Legrenzi,5.0,,?,no,500€-2000€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-legrenzi--e186556,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Il nostro pacchetto può comprendere servizio prematrimoniale, le foto ai preparativi, alla cerimonia,delle foto in posa, le foto coi parenti, durante il ricevimento e la festa. Facciamo anche video",yes,?
Erika Avellino Photographer,?,,?,no,800€-3000€,https://www.matrimonio.com/fotografo-matrimonio/erika-avellino-photographer--e189412,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio fotografico agli sposi durante la preparazione presso la propria abitazione, cerimonia, scatti""in posa"" nella location scelta dagli sposi, ricevimento fino a taglio torta e lancio bouquet",yes,?
Enrico Buccella,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/enrico-buccella--e198466,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri","Prenozze, casa sposo, casa sposa, cerimonia, esterni, presenza al ristorante, torta, balli",yes,?
DRD Service,?,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/drd-service--e200400,blu-ray o DVD con tutti gli scatti,,yes,?
Daniele Romano,5.0,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/daniele-romano--e201374,"Foto, album, mini album, fotografie in alta risoluzione",Servizio fotografico e consegna files,yes,?
Kyna Studio,?,,?,no,400€-800€,https://www.matrimonio.com/fotografo-matrimonio/kyna-studio--e202928,"Foto, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Scatti digitali in alta risoluzione,yes,?
Rocco Lab,5.0,,?,no,350€-2000€,https://www.matrimonio.com/fotografo-matrimonio/rocco-lab--e203080,"Foto, prematrimonio, postmatrimonio, album, album digitali, fotografie in alta risoluzione",Servizio fotografico di matrimonio stile reportage presentato in formato digitale compreso di postproduzione delle fotografie e impaginato su fotolibro,yes,?
Fotografia Settantasei,?,,?,no,1200€-2000€,https://www.matrimonio.com/fotografo-matrimonio/fotografia-settantasei--e203100,"Foto, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri",- Disponibilità del fotografo per tutto l'evento (dalla preparazione degli sposi al taglio dellatorta)  - Consegna del servizio  su chiavetta USB  - Backup del servizio per 60 giorni su cloud privato,yes,?
Paolo Robaudi,?,,?,no,600€-2500€,https://www.matrimonio.com/fotografo-matrimonio/paolo-robaudi--e11245,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Il pacchetto base: foto, web gallery e scatti su dvd. Il pacchetto completo: foto, web gallery, scatti sudvd e album fotografico o libro digitale e video",yes,?
Maisonstudio di Veronica Masserdotti,4.9,,?,no,1900€-3000€,https://www.matrimonio.com/fotografo-matrimonio/maisonstudio-di-veronica-masserdotti--e21885,Foto,,yes,?
Fotograffia di Carnio G.& C.snc,5.0,,?,no,1200€-3000€,https://www.matrimonio.com/fotografo-matrimonio/fotograffia-di-carnio-g-&-c-snc--e30395,"Foto, video, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Copie dell'album per genitori e/o testimoni,oppure album personalizzabili.  Poster Tela fineArt 50x70cm",yes,?
Foto Mauro di Locatelli Mauro,4.9,,?,no,2000€-10000€,https://www.matrimonio.com/fotografo-matrimonio/foto-mauro-di-locatelli-mauro--e34425,"DVD con tutti gli scatti, Partecipazioni personalizzate",Offerta album e video con tela canvas in omaggio   Possibilità di aggiungere partecipazionipersonalizzate con vostre foto servizio fotografico in omaggio,yes,?
Vittore Buzzi,?,,?,no,2000€-7500€,https://www.matrimonio.com/fotografo-matrimonio/vittore-buzzi--e36125,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, negativi, altri",Scatti illimitati almeno 650 foto con post produzione in Lightroom  Digital Download  Gallery on line  Slideshow,yes,?
Beniamino Pisati,4.9,,?,no,1890€-2500€,https://www.matrimonio.com/fotografo-matrimonio/beniamino-pisati--e37215,"Foto, album, mini album, album digitali, fotografie in alta risoluzione","Servizio, album, foto ad alta risoluzione su supporto USB",yes,?
Andrea Gherardi Photographer,4.9,,?,no,500€-1400€,https://www.matrimonio.com/fotografo-matrimonio/andrea-gherardi-photographer--e45265,DVD con tutti gli scatti,"Foto servizio agli sposi, rimango a disposizione dai preparativi fino al taglio torta e balli, e tuttigli scatti su dvd, album o fotolibro da decidere con gli sposi",yes,?
Wedding nights fotografia,?,,?,no,Tra 500 e 1000€,https://www.matrimonio.com/fotografo-matrimonio/wedding-nights-fotografia--e52075,Foto,"Realizziamo le foto della preparazione della sposa, della la cerimonia e del pranzo/cena o eventuale festa",yes,?
Hanna Baranava,4.9,,?,no,1400€-3000€,https://www.matrimonio.com/fotografo-matrimonio/hanna-baranava--e65955,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Da concordare,yes,?
Massimiliano Roccato Fotografo,4.9,,?,no,720€-1950€,https://www.matrimonio.com/fotografo-matrimonio/massimiliano-roccato-fotografo--e89437,"gli scatti, cabina fotografica, -Fotografie Panoramiche matrimoniali stampate anche in grandissimo formato  -Book per sposi e invitati direttamente in location con attrezzatura da studio  -Impaginato creativo per i fotolibri",Vari pacchetti scontati per gli utenti di Matrimonio.com  -album  -album genitori  -consegna di tutti gliscatti in alta risoluzione  -video montato  -master video  -panoramiche  -dvd con impaginato album,yes,?
Women in Wedding,?,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/women-in-wedding--e89760,tutti gli scatti,"I nostri pacchetti comprendono una o due fotografe, a disposizione per l'intero evento. Gli sposi possonoscegliere il pacchetto con album oppure solo consegna immagini su dvd/usb",yes,?
Fotostudio Lux,5.0,,?,no,700€-2000€,https://www.matrimonio.com/fotografo-matrimonio/fotostudio-lux--e92780,DVD con tutti gli scatti,"Presenza di due fotografi, consegna di un fotolibro oppure album tradizionale e DVD con slideshow dellefoto scelte per l'album",yes,?
Fotografia e dintorni di Flavio Zulle,?,,?,no,500€-1000€,https://www.matrimonio.com/fotografo-matrimonio/fotografia-e-dintorni-di-flavio-zulle--e93205,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, Siti web per matrimoni, fotolibri, partecipazioni digitali","Servizio fotografico a casa degli sposi prima della cerimonia, servizio fotografico durante la cerimonia,servizio solo sposi in location definita dagli sposi, servizio post cerimonia (festeggiamenti)",yes,?
Studio Grafico Sensazioni di Luce,5.0,,?,no,350€-2500€,https://www.matrimonio.com/fotografo-matrimonio/studio-grafico-sensazioni-di-luce--e100864,"risoluzione, blu-ray o DVD con tutti gli scatti, Siti web, realizzazione grafica aziendale, consulenza grafica","Nessun limite scatti giornata della cerimonia, fotolibro di 50 facciate più due per i genitori.Possibilità Video in HD consegnato su DVD e chiavetta USB.    SUPERECONOMY: 350 euro solo scatti!",yes,?
Stefania Matteo Photography,4.8,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/stefania-matteo-photography--e105363,"risoluzione, blu-ray o DVD con tutti gli scatti, altri","Comprende la preparazione dello sposo, della sposa, cerimonia e ricevimento.  L'impaginazione dell'albumè totalmente personalizzata con copertina in seta, ecopelle, pelle, carta fotografica. Iva 4%",yes,?
WeddingsGoneFashion,5.0,,?,no,1100€-4400€,https://www.matrimonio.com/fotografo-matrimonio/weddingsgonefashion--e106527,"Foto, video, prematrimonio, fotografie in alta risoluzione",Giornata Shooting con Fotografo e Assistente.  PostProduzione Scatti.  Consegna Scatti su DVD in Alta Risoluzione,yes,?
Federico Fasano FFStudio,4.9,,?,no,1800€,https://www.matrimonio.com/fotografo-matrimonio/federico-fasano-ffstudio--e106837,"risoluzione, blu-ray o DVD con tutti gli scatti",-Presenza per tutta la giornata  -Reportage completo  -Consegna foto hd sia a colori che in bianco enero  -Slide fotografiche.  -Album/trash dress/ engagement e video su richiesta.  L album e' escluso,yes,?
Le Modì Studio,?,,?,no,Tra 1500 e 2000€,https://www.matrimonio.com/fotografo-matrimonio/le-modi-studio--e107429,"Foto, video, Art album design. Realizzazione eleganti e raffinati album di matrimonio","Sopraluoghi, servizio fotografico a casa della sposa/sposo, durante la celebrazione della cerimonia, dopola cerimonia in esclusive location, possibilità di presenziare durante i festeggiamenti",yes,?
Foto Zerbi,4.6,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/foto-zerbi--e107822,"Foto, video",A secondo della richiesta,yes,?
Ciak Si Sposa,?,,?,no,990€,https://www.matrimonio.com/fotografo-matrimonio/ciak-si-sposa--e108847,,,?,?
Puntofoto Merate,5.0,,?,no,1000€-2500€,https://www.matrimonio.com/fotografo-matrimonio/puntofoto-merate--e109350,"risoluzione, blu-ray o DVD con tutti gli scatti",•	Servizio fotografico  •	Album principale  •	Mini album per i parenti  •	Possibilità di ripresevideo  •	Consegna di tutti gli scatti su supporto DVD,yes,?
Studio Fotografico La Libellula,4.9,,?,no,1600€-7500€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-la-libellula--e109483,"Foto, video, prematrimonio, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Le nostre collection sono completamente personalizzabili.   La base include il servizio pre-matrimoniale+ Album basic + servizio fotografico da inizio matrimonio sino a quasi fine ricevimento,yes,?
Francesco Canuli Fotografo,?,,?,no,500€-1800€,https://www.matrimonio.com/fotografo-matrimonio/francesco-canuli-fotografo--e109861,"risoluzione, blu-ray o DVD con tutti gli scatti","Album,mini album,dvd con tutti gli scatti",yes,?
Fotoerregi,4.8,,?,no,900€-1600€,https://www.matrimonio.com/fotografo-matrimonio/fotoerregi--e110238,"risoluzione, blu-ray o DVD con tutti gli scatti","Il golden pack prevede : fotoalbum  rilegato a libro formato 30 x 40 formato chiuso con 25/30 pagine50/60 frontespizio, valigia, nr.2 album per i genitori 15/20 rilegati a libro nr.1 album invitati",yes,?
Marianne Boutrit,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/marianne-boutrit--e112307,,,?,?
Light Writer's Photos,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/light-writers-photos--e113205,Foto,Ogni pacchetto è personalizzato secondo le esigenze di ciascuno,yes,?
Il Fiore all'Occhiello,?,,?,no,1700€-2700€,https://www.matrimonio.com/fotografo-matrimonio/il-fiore-allocchiello--e114818,"Foto, video, altri","Sessione scatti in HD illimitati, provini, consulenza, foto BN, seppia e BN, grafiche a scelta perimpaginazione, invio tramite e-mail dell'anteprima di stampa, copertina a scelta, DVD, wedding box",yes,?
Photo,?,,?,no,400€,https://www.matrimonio.com/fotografo-matrimonio/photo--e115747,Foto,Provini stampe (20x30 o altro) e album o fotolibro. A richiesta album gemelli (15x 22),yes,?
Shots By Scar,?,,?,no,1300€-2500€,https://www.matrimonio.com/fotografo-matrimonio/shots-by-scar--e119077,"Foto, video, prematrimonio, postmatrimonio, fotografie in alta risoluzione, altri",Fotografie pre-cerimonia. Fotografie cerimonia. Fotografie pre ricevimento. Fotografie ricevimento.Sviluppo 10 foto concordate. Stampa e rilegatura book con le foto più significative,yes,?
Mododorico,5.0,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/mododorico--e119459,"Foto, video, album, blu-ray o DVD con tutti gli scatti",Due fotografi per avere due punti di vista di ripresa differenti. Almeno 1500 foto scattate di cuiritoccate ed aggiustate 150. Consegna di tutto il materiale su dvd. Stampe ed album su richiesta,yes,?
Arch. Giovanna Corti Photography,5.0,,?,no,1600€,https://www.matrimonio.com/fotografo-matrimonio/arch-giovanna-corti-photography--e120078,"risoluzione, blu-ray o DVD con tutti gli scatti","Realizzo servizi fotografici che seguono l'evento dalla preparazione alla fine della festa. I file sonoconsegnati ad alta risoluzione, è possibile scegliere tra vari tipi di fotolibri",yes,?
Servizi Fotografici dtphotos,?,,?,no,50€-350€,https://www.matrimonio.com/fotografo-matrimonio/servizi-fotografici-dtphotos--e120141,"Foto, postmatrimonio, album, fotografie in alta risoluzione",Servizio fotografico e post produzione. Su richiesta fotolibro,yes,?
Enrico Mingardi  photographer,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/enrico-mingardi-photographer--e120368,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, cabina fotografica, Slideshow",Tutti i servizi fotografici proposti prevedono la presenza di due fotografi e la consegna delle immaginisu supporto digitale in alta risoluzione. La decisione di stampare è lasciata alla coppia,yes,Mantova e Verona
Francesco Brunello Fotografie,4.9,,?,no,1800€-4500€,https://www.matrimonio.com/fotografo-matrimonio/francesco-brunello-fotografie--e120886,"risoluzione, blu-ray o DVD con tutti gli scatti","I pacchetti includono sempre due fotografi, presenza senza limite di tempo , nessun limite di scatti,scelta delle foto da parte del cliente, impaginazione, album, consegna degli originali",yes,?
P&F Photo&Graphics,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/p&f-photo&graphics--e122426,"Foto, prematrimonio, album, album digitali, fotografie in alta risoluzione","Reportage dalla mattina insieme allo sposo e alla sposa, cerimonia e ristorante. Selezione dellefotografie migliori e creazione di album su richiesta del cliente",yes,?
Lorenzo Berni Photography,5.0,,?,no,1400€-2500€,https://www.matrimonio.com/fotografo-matrimonio/lorenzo-berni-photography--e125579,"blu-ray o DVD con tutti gli scatti, cabina fotografica, Una galleria privata sul web per la condivisione con amici e parenti, la consegna con in allegato alcune stampe omaggio.   Il numero non scende al di sotto dei 600 scatti garantiti e lavorati chiaramen","Una galleria privata sul web per la condivisione con amici e parenti, la consegna con in allegato alcunestampe omaggio.   Il numero non scende al di sotto dei 600 scatti garantiti e lavorati",yes,?
Massimo Fontanino,4.9,,?,no,1500€-2400€,https://www.matrimonio.com/fotografo-matrimonio/massimo-fontanino--e133473,blu-ray o DVD con tutti gli scatti,"Servizio realizzato personalmente da me, ed un altro fotografo professionista, consegna alta risoluzionesu supporto magnetico e slideshow online del racconto fotografico del matrimonio",yes,?
Fotografa Viola Bellotto,4.9,,?,no,1100€-2500€,https://www.matrimonio.com/fotografo-matrimonio/fotografa-viola-bellotto--e137011,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione, negativi",Il pack matrimonio viene concordato in base alle esigenze degli sposi,yes,?
Silvio Canonico,4.8,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/silvio-canonico--e141180,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Possibilità di soli scatti o consegna di album,yes,?
Alexandru Albu Photography,5.0,,?,no,700€-900€,https://www.matrimonio.com/fotografo-matrimonio/alexandru-albu-photography--e141190,blu-ray o DVD con tutti gli scatti,Fotografo a disposizione per l'intera giornata  DVD/Memory card/USB  contenente tutte le immaginiscattate in ALTA risoluzione  CD selezione imagini  Album Wedding Maxi 34x34 da 24 pagine,yes,?
A.C. Fotografia,5.0,,?,no,600€-1800€,https://www.matrimonio.com/fotografo-matrimonio/a-c-fotografia--e141616,tutti gli scatti,Il Pack standard include:  - Foto preparazione sposa   - Senza limite di scatto e tempo  - 120 fotopost-prodotte  - Consegna dell'intero evento su chiavetta  - Stampa 30x20 Fine Art,yes,?
Manon Piovesan Photography,?,,?,no,450€,https://www.matrimonio.com/fotografo-matrimonio/manon-piovesan-photography--e142702,"Foto, prematrimonio, blu-ray o DVD con tutti gli scatti","Numero di foto illimitate! Un DVD che contiene tutte le foto ritoccate in HD, Delle foto in nero & bianco(possibilità di cambiare N&B/couleur su domanda)",yes,?
Ilario Antonioli-PhotoMediaItalia,?,,?,no,450€-10000€,https://www.matrimonio.com/fotografo-matrimonio/ilario-antonioli-photomediaitalia--e142824,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Polaroid per foto istantanee",Servizio fotografico dai preparativi al taglio della torta ed oltre..;  Fotoalbum;  VideoFotografico;  Mini album genitori;  Video dell'intero matrimonio;  Consegna File in HD,yes,?
Foto Ottica Zanini,?,,?,no,500€-2000€,https://www.matrimonio.com/fotografo-matrimonio/foto-ottica-zanini--e144651,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti",,yes,?
Svetlana Cozlitina Foto & Video,5.0,,?,no,1000€-1850€,https://www.matrimonio.com/fotografo-matrimonio/svetlana-cozlitina-foto-&-video--e145824,"risoluzione, blu-ray o DVD con tutti gli scatti, altri",Foto: da 2 ore (minimo)- 150-200 foto rittocate in alta risoluzione.   Da 10-11 ore (massimo)- 500-700foto rittocate su una chiavetta confezionata da regalo.   Per foto+video sconti!,yes,?
Weddingloves,?,,?,no,800€-1900€,https://www.matrimonio.com/fotografo-matrimonio/weddingloves--e147050,"risoluzione, blu-ray o DVD con tutti gli scatti, Progetto personalizzato di partecipazioni e inviti, biglietti di ringraziamento, menù, libretto  messa, tableau de marriage, sito-blog delle nozze e altro materiale grafico coordinato",Pack base comprensivo di :  Servizio fotografico completo + Album di nozze + CD con n.50 scatti a sceltaad alta risoluzione,yes,?
Colorsnap Photography,5.0,,?,no,500€-1500€,https://www.matrimonio.com/fotografo-matrimonio/colorsnap-photography--e147472,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Pack Basic: Tutte le foto su DVD senza editing  Per ulteriori pacchetti contattare direttamente il nostro studio,yes,?
Oleg Dobriansky Fotografo,?,,?,no,1500€-1900€,https://www.matrimonio.com/fotografo-matrimonio/oleg-dobriansky-fotografo--e148113,tutti gli scatti,Due fotografi per l'intero giorno e dvd con file selezionati in alta risoluzione,yes,?
Carlotta F.,4.8,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/carlotta-f--e150330,blu-ray o DVD con tutti gli scatti,Offro più  soluzioni per venire incontro alle esigenze dei clienti: es. il SERVIZIO COMPLETO =preparazione sposi + cerimonia + ricevimento fino ad un'ora circa dopo il taglio torta con sessione sposi,yes,?
